Plot;Trt;Species;Sp_code;X1999;X2000;X2001;X2002;X2003;X2004;X2005;X2006;X2007;X2008;X2009;X2010;X2011;X2012;X2013;X2014
1;UR;Senecio rivularis (Syn. Tephroseris crispa);SenRivu;0;0.28;0.03;0;0;0;0;0.262;0;0;0;0;0;0;0;0
1;UR;Succisa pratensis;SuccPrat;0;0.01;0.16;0.0575;0.1555;0.375;0.022;0.007;0;0.17;0.501;1.472;3.154;6.267;3.44;2.542
1;UR;Taraxacum officinale;TaraOffi;0;0;0.02;0.0029;0;0;0;0;0;0.163;0;0;0;0;0;0
1;UR;Valeriana dioica;ValeDioi;0;0.02;0.11;0.0592;0.1582;0;0;0.017;0.045;0.06;0.021;0.09;0.03;0.041;0.001;0.014
3;FR;Achillea ptarmica;AchiPtar;0.28;0.63;0.42;0;0;0;0;0.665;0;0;0;0;0;0;0;0
3;FR;Agrostis canina;AgroCani;16.32;27.71;24.55;12.967;18.035;16.95;29;27.675;31.794;19.599;7.965;2.895;15.681;4.893;1.575;25.818
3;FR;Agrostis tenuis (Syn. A.capilaris);AgroTenu;0;0.02;0;0;0;0;0;0.016;0;0;0;0;0;0;0;0
3;FR;Ajuga reptans;AjugRept;0.22;0.21;1.02;1.062;0.3512;0;0.118;0.232;0.015;0.338;0.189;0;0;0;0;0
3;FR;Angelica sylvestris;AngeSylv;0.47;1.4;0.48;0;0;0;0;1.387;0;0;0;0;0;0;0;0
3;FR;Anthoxanthum odoratum;AnthOdor;0.39;0.08;1.27;3.745;0.1988;0;0;0.068;0;0;0;0;0;0;0.126;1.461
3;FR;Betonica officinalis;BetoOffi;4.48;0;6.68;2.412;1.874;6.068;5.5;5.928;6.852;11.788;5.327;4.193;3.149;3.31;1.11;2.243
3;FR;Briza media;BrizMedi;1.54;0.49;0.71;0;0.1655;0;0;0.469;0;0;0;0;0;0;0;0
3;FR;Cardamine pratensis;CardPrat;0.01;0.01;0;0;0;0;0;0.012;0;0;0;0;0;0;0;0
3;FR;Carex echinata (Syn. C. stelulata);CareEchi;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;FR;Carex hartmanii;CareHart;5.57;2.65;5.79;6.767;9.148;11.684;5.6;2.644;5.83;3.762;4.734;5.488;8.243;7.769;4.023;5.894
3;FR;Carex leporina;CareLepo;0;0.13;0.27;0.1044;0;0.022;0.241;0.124;0;0;0;0;0;0;0;0
3;FR;Carex nigra;CareNigr;2.62;1.56;1.46;0.9073;1.694;2.31;1.432;1.539;0.832;0.621;0.164;1.419;2.234;0.776;3.177;1.531
3;FR;Carex palescens;CarePall;0.12;0.21;0.11;0.1374;0.4019;0.348;0.34;0.207;0.939;1.022;0.741;0.308;1.141;0.27;0.545;1.086
3;FR;Carex panicea;CarePani;9.99;5.91;5.49;2.483;2.949;1.048;1.164;5.95;0.59;0.099;0;0;0;0.164;0.185;0.224
3;FR;Carex piluliferra;CarePilu;0.5;0.06;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0
3;FR;Carex pulicaris;CarePuli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.143
3;FR;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.01;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;FR;Cirsium palustre;CirsPalu;0.08;0.21;3.34;1.698;0;0;0;0.217;0;0;0.044;1.222;22.86;10.496;0;0
3;FR;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0;0;0;0;0;0;0;0;0;0;0;0.002;0;0;0;0
3;FR;Deschampsia cespitosa;DescCesp;0.08;1.06;1.95;0.3317;8.201;11.519;9.03;1.091;6.996;5.206;3.195;0.744;0.773;0.51;0.875;4.138
3;FR;Equisetum arvense;EquiArve;0;0.18;0;0.1686;0.642;0.064;0.183;0.179;0.946;0.602;0.788;0.245;0.231;0.748;0.866;0.455
3;FR;Festuca pratensis;FestPrat;1.3;2.16;2.58;1.27;0.8358;0;0;10.624;0;0;0;0;0;0;0;0
3;FR;Festuca rubra;FestRubr;9.21;10.67;25.64;11.99;17.378;8.579;9;2.155;4.804;8.079;6.328;3.193;9.113;8.516;5.098;11.624
3;FR;Galium boreale;GaliBore;0.03;0.02;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0
3;FR;Galium palustre;GaliPalu;0;0;0;0;0;0;0;0;0;0;0;0;0.025;0;0;0
3;FR;Galium uliginosum;GaliUlig;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;FR;Helictotrichon pubescens (Syn. Avenula pubescens);HeliPube;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.177;0
3;FR;Holcus lanatus;HolcLana;14.06;8.66;15.68;21.814;22.483;16.484;34.8;8.639;3.282;9.291;46.105;15.745;22.752;19.295;28.413;0.84
3;FR;Juncus effusus;JuncEffu;56.34;8.05;16.73;15.059;49.274;13.011;16.7;8.013;14.533;9.148;5.648;12.962;5.109;3.115;4.24;4.605
3;FR;Lathyrus pratensis;LathPrat;0.44;0.78;3.06;0.4501;0.4344;0.118;0.012;0.781;0;0;0;0;0;0.037;0;0
3;FR;Lychnis flos-cuculi;LychFlos;0.09;0.38;0;0;0;0.095;0;0.372;0;0;0;0;0;0;0;0
3;FR;Lysimachia vulgaris;LysiVulg;5.71;2.95;6.22;1.21;1.93;1.334;0.139;2.992;0;0;0;0.304;0.141;0.02;0.277;0.596
3;FR;Molinia caerulea;MoliCaeru;0.66;1.4;1.43;3.156;0.278;0.252;0.62;1.381;1.209;1.187;1.462;2.133;2.112;6.367;4.508;5.729
3;FR;Myosotis nemorosa;MyosNemo;4.54;3.38;0.72;0;0;0;1.222;3.361;0.003;0;0;0;0;0;0;0
3;FR;Nardus stricta;NardStri;0.14;0.2;0.51;0.1803;0.8231;0;6.72;0.188;0.801;6.206;1.699;0.484;1.299;1.988;1.005;4.534
3;FR;Pedicularis sylvatica;PediSylv;0;0;0;0;0;0;0;0;0;0;0;0;0.107;0.011;2.27;0
3;FR;Poa pratensis s.l. ;PoaPrat;3.33;0.57;0.13;0;0;0;0;0.578;0;0;0;0;0;0;0;0
3;FR;Poa trivialis;PoaTriv;0;0;0;0.5698;1.096;0;0;0;0;0;0;0;0.165;0;0;0
3;FR;Potentilla erecta;PoteErec;0.21;1.62;3.93;3.226;1.958;4.147;2.57;1.612;0.658;0.779;0.963;1.158;3.447;2.992;1.856;3.474
3;FR;Prunella vulgaris;PrunVulg;0.2;0.03;0;0;0;0.122;0;0.017;0;0;0.004;0;0;0;0;0
3;FR;Ranunculus acer (Syn. R. acris);RanuAcri;0;0;0;0;0;0;0;0;0;0;0.004;0;0.156;0;0.273;0.557
3;FR;Ranunculus auricomus;RanuAuri;0.01;0.01;0.05;0;0.0862;0.06;0;0.003;0;0.017;0;0;0;0;0;0
3;FR;Ranunculus flamula;RanuFlam;0.03;0;0;0;0;0.036;0.012;0;0;0;0;0;0;0;0;0
3;FR;Sanguisorba officinalis;SangOffi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047
3;FR;Scirpus sylvaticus;ScirSylv;1.85;0.76;0.71;0.689;1.056;1.301;0.292;0.737;4.304;4.449;3.585;4.422;2.273;2.959;11.282;9.293
3;FR;Selinum carvifolia;SeliCarv;2.68;1.65;4.15;0;0.129;0;0.121;1.639;0;0;0;0;0;0;0;0
3;FR;Senecio rivularis (Syn. Tephroseris crispa);SenRivu;0;0.11;0;0;0;0;0;0.126;0;0;0;0;0;0;0;0
3;FR;Veronica serpyllifolia;VeroSerp;0;0;0;0;0;0;0;0;0;0;0.026;0.039;0.039;0.085;0;0
6;UU;Achillea ptarmica;AchiPtar;0.14;0.15;0.22;0;0.0297;0;0;0.136;0.303;0;0;0;0.024;0.534;0.092;0.143
6;UU;Agrostis canina;AgroCani;0;0.22;0;0;0.3719;0;0;0.24;0.008;0.045;0.134;0.056;0.011;0;0;0.205
6;UU;Agrostis tenuis (Syn. A.capilaris);AgroTenu;0.08;0;0.03;0;0.0671;0.058;0;0;0.932;0.037;0;0.062;0.38;0.674;0.206;1.394
6;UU;Ajuga reptans;AjugRept;0.03;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0
6;UU;Angelica sylvestris;AngeSylv;0.2;0.38;0.1;0.0138;0;0;0;0.377;0;0;0;0;0;0;0;0
6;UU;Anthoxanthum odoratum;AnthOdor;1.4;1.06;1.47;0.7783;0.8542;0.013;0.326;1.113;0.721;0.17;1.011;1.137;1.113;0.68;1.365;0.016
6;UU;Betonica officinalis;BetoOffi;0;0;0;0;0;0;0;0;0.009;0;0;0;0;0;0;0
6;UU;Briza media;BrizMedi;1.24;1.49;6.67;2.566;2.831;0.488;0;1.492;1.196;1.431;0.005;0.136;1.102;0.815;0.244;1.583
6;UU;Cardamine pratensis;CardPrat;0.01;0;0;0;0;0;0.075;0;0;0.007;0;0;0;0.011;0;0
6;UU;Carex hartmanii;CareHart;2.22;1.89;2.44;1.033;4.552;1.808;2.438;1.865;0.299;1.394;1.035;1.389;2.641;2.263;0.634;0.374
6;UU;Carex leporina;CareLepo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041
6;UU;Carex nigra;CareNigr;0.38;0;0.12;0;0.4892;0.406;0;0;0;0;0;0.438;1.33;0;0.811;1.139
6;UU;Carex palescens;CarePall;1.31;1.22;1.66;0.9661;1.349;0.45;0.952;1.235;1.074;0.691;2.076;1.856;1.437;1.226;1.629;3.757
6;UU;Carex panicea;CarePani;7.25;2.51;3.48;2.27;3.871;0.883;1.267;2.542;1.261;0.074;1.296;1.543;0.119;2.224;2.982;2.788
6;UU;Carex piluliferra;CarePilu;3.07;3.58;0.47;1.561;1.369;1.067;0;3.622;0.223;0.423;0.588;1.046;5.989;2.346;0.248;0.59
6;UU;Carex pulicaris;CarePuli;1.06;0.99;0.67;0.3416;0.8249;0.017;0;1.01;0.043;0;0.351;0.12;0.48;0.118;0.088;0.032
6;UU;Carex umbrosa;CareUmbr;9.27;3.87;8.68;6.232;6.957;2.893;7.178;3.885;9.974;5.812;3.313;3.801;1.999;4.799;5.35;2.159
6;UU;Centaurea jacea;CentJace;0;0.28;0.58;0.0218;0;0;0;0.226;0;0;0;0;0;0;0;0
6;UU;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.02;0;0;0.0022;0;0;0;0.024;0.004;0;0;0;0;0;0;0
6;UU;Cirsium palustre;CirsPalu;0.08;0.09;0;0.0116;0.0639;0.326;0;0.099;0.003;0.049;0.265;2.531;6.265;3.267;0.028;0
6;UU;Cynosurus cristatus;CynCris;0;0.03;0.39;0.2765;0.6493;0;0;0.027;0;0;0;0;0;0;0;0
6;UU;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0.02;0.1;0.21;0.4131;1.213;0.133;2.171;0.106;5.065;1.166;0.625;0.513;2.614;1.274;1.877;5.319
6;UU;Deschampsia cespitosa;DescCesp;0;0;0;0;0;0;0;0;0;0;0;0.018;0;0;0;0.052
6;UU;Equisetum arvense;EquiArve;0;0;0;0;1.024;1.499;0.74;0;0.239;0.775;0.302;0;0.515;0.091;0.141;0.086
6;UU;Festuca ovina;FestOvin;1.19;0.64;0.54;1.053;1.218;0.168;0.954;0.635;0.419;0.384;0.419;0.624;0.621;1.335;0.454;0.243
6;UU;Festuca pratensis;FestPrat;0.29;0.15;0.15;0;0;0;0;0.183;0;0;0;0;0;0;0;0
6;UU;Festuca rubra;FestRubr;1.71;1.55;2.69;1.064;2.903;0.703;1.048;1.531;2.186;1.497;1.688;2.129;1.504;1.429;2.574;4.663
6;UU;Galium boreale;GaliBore;1.46;2.22;3.59;0.8621;0.6379;3.885;2.372;2.23;2.488;3.157;2.669;0.061;1.197;1.091;0.097;0.092
6;UU;Galium palustre;GaliPalu;0.03;0.07;0;0;0;0;0;0.079;0;0;0;0;0;0;0;0
6;UU;Galium uliginosum;GaliUlig;0.02;0;0;0;0;0;0.004;0;0.069;0.03;0.008;0.026;0.033;0.106;0;0.006
6;UU;Holcus lanatus;HolcLana;2.41;1.56;2.37;1.493;1.283;0.54;7.73;1.586;1.562;1.864;2.101;1.214;2.864;2.868;3.42;1.149
6;UU;Juncus effusus;JuncEffu;4.58;1.61;3.33;3.133;11.475;1.993;1.779;1.648;2.604;0.839;1.822;3.221;2.702;1.295;6.308;3.385
6;UU;Lathyrus pratensis;LathPrat;0.37;0.31;0.11;1.269;0.0532;0.161;0.221;0.33;0.401;0.024;0.381;0.629;0.564;0.163;0;0.648
6;UU;Luzula multiflora ;LuzuMult;0.08;0.04;0.51;0.4126;0.3499;0.086;0.641;0.046;0.319;0.455;0.403;0.409;0.058;0;0;0.028
6;UU;Lychnis flos-cuculi;LychFlos;0.05;0;0.01;0.008;0.0366;0;0;0;0.003;0.011;0.129;0.044;0.107;1.083;0.151;0
6;UU;Lysimachia vulgaris;LysiVulg;0.2;0.14;0.21;0.0448;0.0493;0.023;0;0.134;0;0;0;0;0;0;0;0
6;UU;Molinia caerulea;MoliCaeru;26.72;26.89;23.22;23.731;19.229;25.072;24.6;26.93;33.414;28.968;24.865;21.954;35.414;37.587;21.029;51.803
6;UU;Myosotis nemorosa;MyosNemo;0.02;0.01;0;0;0.0966;0.002;0.082;0.004;0;0;0;0;0;0;0;0
6;UU;Nardus stricta;NardStri;2.97;1.31;2.75;2.267;2.661;1.617;3.53;1.328;4.863;3.187;3.832;1.877;3.565;1.758;0.542;0.806
6;UU;Pedicularis sylvatica;PediSylv;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;UU;Plantago lanceolata;PlanLanc;0.47;1.07;3.83;1.835;0.9838;0.158;0;1.098;0;0;0;0;0;0;0;0
6;UU;Poa pratensis s.l. ;PoaPrat;0;0;0;0;0;0;0;0;0;0;0.012;0;0;0;0.005;0
6;UU;Poa trivialis;PoaTriv;0;0;0;0;0;0;0;0;0;0;0;0.084;0;0;0;0
6;UU;Potentilla erecta;PoteErec;0.49;0.42;0.52;0.4;0.1956;0.09;0.185;0.429;0.297;0.516;0.503;0.564;0.734;0.458;0.464;0.451
6;UU;Prunella vulgaris;PrunVulg;0.59;0.97;2.15;0.402;0.0485;0.01;0.001;0.995;0;0.025;0.1;0;0.058;0;0.017;0
6;UU;Ranunculus acer (Syn. R. acris);RanuAcri;0.45;0.98;2.8;1.398;0.3567;0.341;0.455;0.996;0.189;0.198;0;0.639;0.305;0.421;0.133;0.454
6;UU;Ranunculus auricomus;RanuAuri;0.07;0;0.02;0;0;0.021;0.034;0;0;0;0;0;0;0;0;0
6;UU;Ranunculus nemorosus;RanuNemo;0.08;0.07;0;0;0;0;0;0;0.04;0;0;0;0;0;0;0
6;UU;Rumex acetosa;RumeAcet;0.02;0.01;0.25;0.0254;0;0;0;0.022;0.005;0.106;0.015;0.073;0.043;0;0.043;0.016
6;UU;Sanguisorba officinalis;SangOffi;0.04;0.04;0.26;0.7398;0.2221;0;0;0.051;0;0;0;0;0;0;0;0
6;UU;Scirpus sylvaticus;ScirSylv;1.48;0.42;0.23;0.9501;1.133;0.367;0;0.449;1.38;2.371;1.359;3.002;5.111;2.965;2.552;0.999
6;UU;Scorzonera humilis;ScorHumi;0.41;0.55;0.77;0;0.0755;0.337;0.253;0.554;0.092;0.133;0.253;0;0.042;0;0;0
6;UU;Selinum carvifolia;SeliCarv;1.12;3.31;2.53;0;0.1026;0.066;0.438;3.291;0.003;0.005;0;0;0;0;0;0
6;UU;Senecio rivularis (Syn. Tephroseris crispa);SenRivu;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0
6;UU;Stellaria graminea;StellGram;0;0;0;0;0;0;0;0;0;0;0.007;0;0;0;0;0
6;UU;Taraxacum officinale;TaraOffi;0;0;0;0;0;0;0;0;0;0;0;0.008;0;0.062;0;0
6;UU;Valeriana dioica;ValeDioi;0.03;0.13;0;0;0.1249;0.008;0;0.148;0.016;0;0.016;0;0;0;0;0.113
6;UU;Veronica serpyllifolia;VeroSerp;0;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0;0
8;FU;Achillea ptarmica;AchiPtar;0.16;0.14;0;0;0.0868;0.256;0.227;0.129;0;0;0;0;0;0;0;0
8;FU;Agrostis canina;AgroCani;40.21;77.93;82.23;56.01;26.281;24.37;40.59;77.943;17.968;8.936;8.518;2.658;14.07;7.074;4.321;10.826
8;FU;Agrostis tenuis (Syn. A.capilaris);AgroTenu;0;0;0.27;0.0872;3.207;1.436;5.2;0;10.211;5.603;9.203;5.009;4.061;3.991;3.204;4.512
8;FU;Ajuga reptans;AjugRept;0.01;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Angelica sylvestris;AngeSylv;0.22;0.3;0.05;0;0;0;0;0.305;0;0;0;0;0;0;0;0
8;FU;Anthoxanthum odoratum;AnthOdor;0.61;0.87;0.55;0.3435;1.361;0.106;0.092;0.862;0.209;0.082;0.489;0.59;0.133;0;0.044;0.006
8;FU;Betonica officinalis;BetoOffi;0;0.08;3.27;0;0.9295;1.143;1.7;0.071;2.1;1.483;3.693;3.668;0.269;0.891;0;0.05
8;FU;Briza media;BrizMedi;0.51;0.27;0.85;0.0363;0;0;0;0.249;0.616;0;0;0;0;0;0;0.608
8;FU;Cardamine pratensis;CardPrat;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Carex hartmanii;CareHart;3.28;2.06;3.03;3.222;6.481;7.323;4.5;2.08;8.652;2.777;2.378;9.688;13.348;9.107;11.666;3.754
8;FU;Carex leporina;CareLepo;0.61;0.27;0;0;0.4854;0.94;0.8;0.29;0.359;0.211;0.066;0.48;0.15;0;0;0
8;FU;Carex nigra;CareNigr;3.29;2.15;3.16;1.926;0.6193;1.084;2.422;2.152;1.286;0.278;1.041;1.579;0;1.395;3.529;0.952
8;FU;Carex palescens;CarePall;3.37;0.41;1.04;0.2489;0.2215;1.888;1.131;0.452;1.028;1.485;2.314;1.336;0.379;0.142;0.139;0.258
8;FU;Carex panicea;CarePani;4.39;1.54;1.47;0;1.743;0.387;0.31;1.577;0;0.13;0.276;0.148;2.396;0.22;0.366;0.114
8;FU;Carex pulicaris;CarePuli;0;0;0;0;0;0.003;0;0;0;0;0;0;0;0;0;0
8;FU;Carex umbrosa;CareUmbr;0.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Cirsium palustre;CirsPalu;0.37;2.49;11.27;0;0;0;0.25;2.495;0.006;0.008;0.014;0.134;0;1.951;5.66;0
8;FU;Danthonia decumbens (Syn. Sieglingia decumbens);DantDecu;0;0;0;0;0;0;0;0;0;0;0;0.046;0;0;0;0
8;FU;Deschampsia cespitosa;DescCesp;0.69;1.85;5.52;10.46;8.581;10.075;5;1.844;1.313;1.991;1.23;0.689;0.668;0.01;0.352;0.125
8;FU;Epilobium palustre;EpilPalu;0.03;0;0;0;0;0;0;0;0;0;0.138;0;0;0;0;0
8;FU;Equisetum arvense;EquiArve;0;0;0;0;0;0;0;0;0;0;0.379;0;0;0.321;0.827;0.089
8;FU;Festuca ovina;FestOvin;0;0;0;0;0;0;0.042;0;0;0;0;0;0;0;0;0
8;FU;Festuca pratensis;FestPrat;0.78;0.73;1.6;0.4143;0.2468;0.095;0;0.746;0;0;0;0;0;0;0;0
8;FU;Festuca rubra;FestRubr;4.29;6.66;12.34;9.152;7.523;5.155;10.4;6.642;3.994;6.776;24.458;11.275;14.007;9.106;13.555;7.874
8;FU;Galium uliginosum;GaliUlig;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Helictotrichon pubescens (Syn. Avenula pubescens);HeliPube;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044;0;0
8;FU;Holcus lanatus;HolcLana;2.28;2.26;5.2;3.633;10.072;8.411;18.56;2.264;2.11;7.241;28.387;15.306;7.29;1.729;8.33;0.225
8;FU;Juncus effusus;JuncEffu;22.83;9.95;8.21;8.939;15.646;9.35;8.45;9.973;11.209;6.265;0;20.743;28.093;11.953;28.106;8.111
8;FU;Lathyrus pratensis;LathPrat;0.77;1.04;2.62;0.4456;0.1349;0.044;0.039;1.07;0;0;0;0;0;0;0;0
8;FU;Luzula multiflora ;LuzuMult;0;0;0;0.0141;0.0687;0;0.022;0;0;0.075;0;0;0;0;0;0
8;FU;Lychnis flos-cuculi;LychFlos;0;0;0;0;0;0.019;0.072;0;0;0;0;0;0;0;0;0
8;FU;Lysimachia vulgaris;LysiVulg;3.35;1.05;0.17;0.5742;0.0863;0.068;0.107;1.062;0.052;0.073;0.006;0.706;0.034;0.001;0.058;0.005
8;FU;Molinia caerulea;MoliCaeru;6.69;7.26;9.58;7.596;6.009;10.561;13.74;7.256;13.687;11.308;0;15.647;21.679;22.841;19.132;42.889
8;FU;Myosotis nemorosa;MyosNemo;4.24;2.07;0.26;0;0;0.079;0.022;2.09;0;0;0;0;0;0;0;0
8;FU;Nardus stricta;NardStri;0.04;0;0.02;0;0;0;0;0;0;0.251;0.07;0.684;0.455;1.367;0.769;0.652
8;FU;Plantago lanceolata;PlanLanc;0.16;0.1;0;0;0;0;0;0.101;0;0;0;0;0;0;0;0
8;FU;Poa pratensis s.l. ;PoaPrat;1.15;0.44;0.19;0.1519;0;0;0;0.46;0.152;0;0;0.014;0;0;0;0
8;FU;Poa trivialis;PoaTriv;0;0;0;0.1596;0.1707;0;0.031;0;0;0;0;0;0;0;0;0
8;FU;Potentilla erecta;PoteErec;0.16;0.14;0.15;0.0615;0.1678;0.024;0.038;0.149;1.033;1.386;3.547;1.416;3.034;1.835;1.262;0.878
8;FU;Prunella vulgaris;PrunVulg;0.03;0.11;0;0;0;0;0;0.1;0.008;0;0;0;0;0;0;0
8;FU;Ranunculus acer (Syn. R. acris);RanuAcri;0.11;0.32;0;0;0;0.085;0;0.313;0;0;0;0;0;0;0;0
8;FU;Ranunculus auricomus;RanuAuri;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Ranunculus flamula;RanuFlam;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;FU;Rumex acetosa;RumeAcet;0;0;0;0.0038;0;0;0;0;0.005;0;0;0;0;0;0;0
8;FU;Scirpus sylvaticus;ScirSylv;0;0;0;0;0;0;0;0;0.142;0;0.732;6.077;6.675;6.442;12.7;4.648
8;FU;Selinum carvifolia;SeliCarv;0.14;0;0;0;0;0.17;0;0;0;0;0.004;0;0;0;0;0
9;FU;Achillea ptarmica;AchiPtar;2.23;0.99;1.53;0.0147;0;0;0;0.992;0;0;0;0;0;0.099;0;0
9;FU;Agrostis canina;AgroCani;0.64;0.37;0.6;0.2823;0;0;0.048;0.347;0;0.478;0.031;0.073;0;0.472;0.723;2.351
9;FU;Agrostis tenuis (Syn. A.capilaris);AgroTenu;37.47;28.72;67.86;56.908;53.357;62.42;72.1;28.678;42.346;36.661;20.86;13.143;18.81;11.562;5.113;11.261
9;FU;Ajuga reptans;AjugRept;0.07;0.38;0.64;0;0;0;0;0.41;0;0;0;0;0;0;0;0
9;FU;Angelica sylvestris;AngeSylv;0.93;1.62;1.78;0;0;0;0.006;1.611;0;0;0;0;0;0;0;0
9;FU;Anthoxanthum odoratum;AnthOdor;0.21;0.01;0.19;0.3799;0.1701;0;0;0.002;0;0;0;0;0;0;0.082;0
9;FU;Betonica officinalis;BetoOffi;0;0;0;0;0;0.021;0;0;0;0.101;0;0;0;0;0;0
9;FU;Briza media;BrizMedi;0.68;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0
9;FU;Carex echinata (Syn. C. stelulata);CareEchi;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;FU;Carex hartmanii;CareHart;2.09;1.17;4.44;1.937;10.156;8.588;5.39;1.169;4.953;1.387;2.851;11.354;4.989;3.104;7.839;1.544
9;FU;Carex leporina;CareLepo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.057;0.096
9;FU;Carex nigra;CareNigr;0.6;0.32;0.61;0.6872;1.447;0.134;0;0.304;0.645;0.125;0.073;0;1.529;0.232;0;0.999
9;FU;Carex palescens;CarePall;0.99;0.13;0.55;0.3811;0;0;0;0.119;0;0;0.402;0.358;0;0.201;1.081;1.108
9;FU;Carex panicea;CarePani;1.87;0.24;0.25;0.2081;0;0;0;0.264;0;0;0;0;0;0;0;0.095
9;FU;Carex piluliferra;CarePilu;0;0;0;0;0;0;0;0;0.86;0;0;0;0;0;0;0
9;FU;Cerastium vulgare (Syn. C. holosteoides);CeraHolo;0.16;0.06;0.14;0.003;0;0.002;0;0.077;0;0;0;0;0.002;0;0;0
9;FU;Cirsium palustre;CirsPalu;0.96;27.81;1.18;2.093;0;0;0;27.774;0.005;0.006;0.018;0;0;0;0;0
9;FU;Deschampsia cespitosa;DescCesp;0.01;0.18;0;0;0;0;0;0.185;0;0;0;0.201;0;6.999;5.326;7.301
9;FU;Epilobium ciliatum (Syn. E. adenocaulon);EpilCili;0;0;0;0;0;0;0;0;0;0;0;0.024;0;0;0;0
9;FU;Epilobium palustre;EpilPalu;0.01;0;0;0;0;0;0;0;0;0;0;0;0.058;0;0;0
9;FU;Equisetum arvense;EquiArve;0;0;0;0;0;0;0;0;0;0;0;0.032;0.986;0.111;1.125;0.657
9;FU;Festuca pratensis;FestPrat;0.26;0.08;0.1;0;0.9639;0;0;0.057;0;0;0;0;0;0;0;0
9;FU;Festuca rubra;FestRubr;12.36;10.27;17.93;6.255;6.856;9.376;16.7;10.259;9.921;29.765;24.547;14.606;24.342;24.887;25.535;32.495
9;FU;Galium boreale;GaliBore;0;0;0;0.0039;0;0;0;0;0;0;0;0;0;0;0;0
9;FU;Galium palustre;GaliPalu;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;FU;Helictotrichon pubescens (Syn. Avenula pubescens);HeliPube;0;0;0;0.0953;0;0;0;0;0;0;0.668;0;0;0;0;0
9;FU;Holcus lanatus;HolcLana;9.23;3.58;29.17;20.892;24.721;13.728;11.54;3.57;0.69;9.781;8.284;3.563;1.108;1.078;7.139;0.261
9;FU;Juncus effusus;JuncEffu;0;0.06;0.02;0;0.189;1.718;2.794;0.047;1.1;0.555;2.572;7.507;1.87;4.681;2.401;7.344
9;FU;Lathyrus pratensis;LathPrat;1.57;1.08;4.1;1.753;0.8866;0.736;0.608;1.059;0.049;0.121;0.845;0.437;0.362;0.173;0.748;0.008
9;FU;Luzula multiflora ;LuzuMult;0;0.03;1.46;0.3018;1.118;0.579;0;0.028;0.179;2.424;0.028;0;0.198;0.233;0;0
9;FU;Lychnis flos-cuculi;LychFlos;0;0;0;0;0.0703;0;0;0;0;0;0;0;0;0;0;0
9;FU;Lysimachia vulgaris;LysiVulg;6.9;0.03;0.36;0;0;0.125;1.161;0.03;0.024;0;0;0;0;0;0;0
9;FU;Molinia caerulea;MoliCaeru;21.07;10.79;14.18;10.115;11.685;17.407;14.2;10.805;15.884;15.242;16.248;15.164;18.232;12.252;18.897;17.074
9;FU;Myosotis nemorosa;MyosNemo;0;0;0;0;0;0.056;0.051;0;0;0;0;0;0;0;0;0
9;FU;Nardus stricta;NardStri;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;FU;Poa pratensis s.l. ;PoaPrat;0.95;0.25;0.91;0;0;0;0;0.262;0;0;0;0.011;0;0;0;0
9;FU;Poa trivialis;PoaTriv;0;0;0;2.946;0.6048;0;0.488;0;0;0;0;0;0.119;0;0;0
9;FU;Potentilla erecta;PoteErec;0.19;0.25;0.22;0.1096;0.2108;0.178;0.63;0.246;0.09;0.168;0.174;0.177;0.649;0.518;1.372;0.376
9;FU;Prunella vulgaris;PrunVulg;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011;0
